zero,Coffeemaker,Blender,Microwave,Toaster,Washing,Iron,Dishwasher,Electricboiler,Dryer,TV,Computer,Heater,AC
,17,10,29,17,3,65,9,22,25,5,70,15,3
,21,14,45,8,22,30,21,41,32,16,30,79,20
,15,9,17,16,7,138,6,37,18,54,57,10,72
,7,17,11,18,7,114,15,2,43,64,79,11,6
,1,29,2,4,51,142,16,4,8,72,48,84,85
,11,23,41,2,17,143,5,45,24,69,29,44,54
,10,28,37,17,57,113,10,47,35,14,82,2,77
,22,22,46,18,5,56,17,30,52,40,54,18,6
,21,20,25,6,59,15,6,35,10,31,10,18,31
,6,21,3,15,45,126,3,32,59,62,30,17,53
,2,13,48,20,7,5,8,49,48,72,53,49,45
,10,19,37,17,52,18,4,7,54,45,38,67,45
,14,12,43,14,10,91,16,36,13,8,34,40,20
,1,7,18,13,11,23,24,49,67,5,18,1,13
,16,19,9,3,59,86,12,38,57,30,70,42,74
,2,12,37,13,20,21,25,19,36,10,67,62,46
,2,5,16,5,32,44,16,36,34,26,9,4,31
,15,8,2,3,57,104,19,9,26,63,35,81,54
,21,23,21,5,40,89,6,1,69,13,34,39,83
,22,24,28,18,44,65,5,28,48,66,66,28,75
,21,21,28,5,3,134,19,1,44,73,35,84,77
,8,12,20,1,22,108,22,4,35,47,16,11,30
,24,23,12,7,57,136,22,41,16,61,17,61,70
,13,19,4,14,15,69,7,1,45,14,45,60,10
,18,24,8,12,36,59,22,11,57,30,62,41,84
,15,12,12,12,24,86,3,15,43,32,9,2,40
,9,11,47,16,53,86,16,10,73,63,3,52,51
,19,20,40,2,32,112,23,40,4,27,83,65,53
,3,17,45,11,38,128,7,48,4,68,80,25,58
,21,7,21,20,18,32,25,50,3,68,83,20,77
,7,1,15,12,4,39,24,22,72,11,38,65,46
,3,20,37,3,18,67,7,6,34,14,16,45,40
,9,27,14,14,24,52,24,44,6,54,12,37,85
,23,6,49,11,3,28,13,39,29,31,3,18,6
,22,18,10,5,44,109,5,49,51,54,72,37,32
,25,13,10,4,38,93,25,10,7,8,69,79,39
,3,28,38,6,42,101,6,20,27,81,40,38,48
,9,25,18,15,2,94,1,21,19,81,64,68,71
,5,25,48,13,8,30,16,50,47,72,47,72,52
,4,3,46,16,4,2,19,28,15,63,34,84,43
,9,13,42,7,38,24,9,38,2,34,34,57,16
,5,7,15,17,9,56,21,22,1,24,61,57,31
,5,15,38,6,44,127,18,25,58,79,81,4,38
,23,26,6,4,34,146,22,48,31,23,46,49,7
,2,26,11,6,35,69,17,24,2,56,3,19,42
,9,7,36,12,20,25,13,49,11,38,15,61,56
,20,3,36,16,12,111,3,3,18,2,84,17,8
,9,12,14,16,49,42,7,22,17,65,23,8,13
,5,23,45,6,14,36,15,6,23,62,69,11,66
,12,12,37,8,3,121,25,21,12,28,4,9,83
,11,24,37,3,32,147,6,34,21,54,61,17,63
,8,18,44,9,10,36,21,12,37,44,9,70,42
,5,30,23,18,46,61,18,16,44,79,51,80,19
,24,1,41,1,23,144,14,19,51,4,25,68,12
,4,22,44,8,7,149,1,22,64,25,61,43,21
,12,18,24,8,34,92,2,35,63,15,19,84,44
,12,18,28,9,38,54,9,43,47,7,25,55,83
,11,30,44,6,29,127,16,10,63,82,43,84,12
,4,27,48,6,19,150,10,24,22,22,53,7,5
,2,27,13,19,30,70,11,25,20,74,41,82,22
,16,7,35,13,4,121,7,46,31,17,52,35,14
,4,29,37,11,12,120,17,47,56,2,73,17,43
,1,25,6,20,24,116,23,29,46,59,14,39,49
,16,14,46,15,50,5,11,6,43,84,61,78,29
,5,4,36,7,21,118,7,48,16,55,69,25,29
,25,8,45,19,6,123,12,5,53,53,45,55,72
,14,29,29,19,19,92,12,39,35,37,63,3,27
,25,1,13,16,44,8,14,33,64,34,63,36,44
,14,29,43,9,52,77,6,17,68,15,65,24,25
,21,8,42,4,12,141,14,46,13,78,20,55,64
,19,15,5,9,34,13,9,8,53,83,48,46,57
,11,23,22,9,24,120,17,35,2,14,3,49,46
,15,6,3,15,48,89,9,39,17,10,40,16,42
,19,9,30,16,24,48,17,15,15,8,16,15,57
,21,29,28,7,54,54,7,9,18,39,30,25,20
,5,20,43,15,42,148,24,31,10,11,51,70,72
,5,26,8,14,17,92,19,15,7,80,85,62,8
,21,28,11,6,14,80,18,28,2,22,69,48,56
,24,17,36,10,56,121,3,2,55,55,15,62,76
,7,3,39,5,27,32,21,41,59,31,43,27,65
,9,5,42,16,46,33,12,45,19,49,56,41,10
,8,11,35,3,2,142,23,20,5,36,4,84,68
,13,21,34,18,15,78,7,48,36,11,33,38,17
,24,19,26,9,13,64,19,3,9,57,1,45,49
,10,3,3,9,6,88,19,22,19,32,60,4,52
,11,1,9,7,7,149,19,33,50,68,83,9,5
,23,11,16,17,27,92,10,8,46,74,13,11,35
,25,23,20,12,4,82,10,25,8,52,62,52,60
,22,18,47,13,46,102,20,34,57,17,54,24,69
,23,20,42,7,30,140,15,12,50,6,78,8,1
,21,5,13,17,47,128,22,23,65,31,65,74,39
,6,23,33,18,31,39,12,44,57,52,14,57,81
,13,8,50,8,24,140,4,38,5,82,49,12,74
,24,4,22,14,21,1,23,46,23,24,34,20,22
,9,5,13,16,46,77,21,49,10,30,20,74,61
,3,11,2,5,38,110,18,5,71,41,85,69,54
,8,30,28,13,22,5,5,50,16,61,68,22,7
,7,30,46,10,56,81,5,37,30,33,75,35,16
,5,6,44,16,7,62,12,18,64,4,72,52,53
,25,9,30,17,56,77,21,21,11,55,9,33,19
,13,26,6,13,4,18,10,36,58,65,60,53,33
,16,8,33,4,54,28,25,8,52,12,74,30,4
,15,27,4,14,57,44,11,50,15,36,48,67,71
,21,9,29,6,58,61,14,14,10,13,54,35,59
,8,8,24,2,8,42,18,31,73,17,18,73,50
,9,4,3,6,32,128,1,17,21,38,12,48,74
,1,25,28,9,21,9,1,11,49,34,27,17,38
,8,5,28,17,60,72,14,10,74,24,27,20,64
,10,5,47,3,25,3,12,49,34,25,54,70,34
,23,23,30,6,11,93,17,39,11,73,33,25,74
,21,11,1,18,58,135,3,48,54,2,74,24,62
,25,15,24,13,13,92,25,11,57,65,77,27,21
,1,16,6,17,39,30,6,20,21,42,63,78,54
,8,20,13,8,55,35,11,48,13,25,44,50,48
,20,28,38,20,7,107,10,41,43,65,75,34,21
,15,2,39,18,7,122,23,9,42,1,45,34,8
,17,15,49,7,38,121,23,5,10,43,16,17,56
,21,29,37,9,16,44,12,11,40,36,26,53,7
,1,9,22,17,8,140,23,9,20,40,74,28,15
,24,8,29,3,20,127,18,35,72,39,67,85,25
,6,15,11,3,24,127,13,35,7,49,52,61,32
,4,24,29,2,15,68,9,14,37,8,16,13,11
,8,29,50,18,13,15,6,43,1,7,28,40,3
,11,4,2,5,49,93,22,49,14,68,80,38,70
,10,21,34,2,27,48,4,6,38,28,47,12,31
,4,27,3,16,60,67,24,47,25,63,54,79,22
,2,26,9,9,50,125,19,36,19,60,76,54,85
,21,16,28,11,16,147,23,5,46,21,60,6,69
,9,20,44,7,20,72,24,37,42,36,22,20,2
,11,28,39,13,15,136,22,16,16,2,25,84,45
,21,11,38,12,9,63,11,27,29,73,9,82,37
,20,3,35,1,49,81,23,16,4,19,73,36,16
,4,3,45,1,15,57,24,26,13,61,74,74,34
,18,11,12,16,15,89,21,38,44,34,15,71,79
,7,17,36,8,1,93,14,42,6,56,49,13,16
,19,25,44,19,42,98,3,16,27,33,54,34,54
,3,6,10,4,60,111,9,46,65,24,25,20,66
,13,9,27,5,2,56,7,24,48,25,59,74,41
,21,14,49,9,12,120,12,27,6,6,56,14,62
,14,7,17,4,47,56,4,25,58,56,8,73,73
,8,30,2,4,57,121,17,31,75,75,12,74,9
,12,21,23,14,36,11,18,19,58,10,13,39,4
,23,19,45,14,16,56,5,18,40,83,17,9,81
,19,4,28,3,51,8,25,19,70,48,38,13,48
,2,23,28,11,9,141,8,6,22,22,42,35,71
,8,18,34,12,12,94,7,18,6,84,35,7,62
,17,26,33,18,55,87,21,31,4,53,37,1,57
,13,22,27,16,1,116,15,29,29,72,50,7,51
,21,18,12,17,57,101,12,4,1,29,53,43,4
,24,11,47,10,11,119,12,34,30,84,75,4,29
,2,25,31,8,36,136,4,49,19,80,58,82,35
,22,16,45,10,18,91,8,25,73,70,35,27,7
,22,20,32,20,10,66,15,16,57,74,65,36,36
,23,19,14,4,50,33,25,19,75,22,49,16,6
,5,20,40,20,31,91,17,48,16,31,8,24,17
,9,29,16,15,39,57,4,42,14,26,43,22,7
,15,1,44,13,14,143,7,1,34,8,74,56,5
,23,1,37,9,58,43,22,38,4,37,78,22,43
,14,20,25,15,57,100,10,50,47,6,67,60,56
,24,11,44,7,53,87,20,19,58,27,51,14,19
,15,21,5,9,29,78,2,24,39,82,13,6,56
,8,8,49,15,50,112,6,30,41,21,34,15,46
,1,24,32,20,43,3,24,5,41,82,40,14,75
,6,3,44,6,37,38,2,6,67,27,69,29,43
,13,28,42,16,8,132,3,19,27,21,77,65,5
,16,2,23,9,15,67,12,17,45,48,60,6,80
,4,15,16,13,17,74,15,14,24,60,45,12,23
,24,5,2,8,17,85,10,29,71,12,54,14,84
,11,21,35,6,59,52,17,21,20,16,78,9,81
,17,9,15,16,52,118,3,33,60,40,21,33,72
,16,12,36,5,6,148,9,24,20,39,39,46,68
,23,14,9,5,36,66,10,34,72,4,28,77,21
,22,27,22,12,21,78,15,11,11,20,57,42,56
,18,11,44,3,55,149,10,26,36,68,55,56,39
,7,22,24,3,2,57,19,39,37,79,36,19,83
,12,28,17,14,49,147,21,7,40,62,34,64,25
,9,13,47,12,34,26,2,6,23,81,1,6,15
,3,15,5,5,58,119,4,12,8,58,28,46,15
,14,3,8,13,39,54,25,43,3,44,21,53,30
,18,10,5,15,15,31,6,41,49,64,63,7,16
,1,11,15,13,13,51,1,44,58,72,81,76,61
,19,16,7,10,23,4,22,28,18,69,20,70,35
,12,14,46,5,31,104,22,45,42,2,46,59,68
,11,5,11,2,29,83,1,7,50,6,50,26,19
,9,23,30,16,45,76,20,45,33,41,24,12,4
,3,25,14,14,10,8,19,4,14,84,16,14,40
,6,13,22,11,12,19,17,22,28,50,5,28,30
,8,23,28,12,12,67,16,35,72,59,67,36,82
,24,16,32,17,9,112,22,43,9,14,16,59,55
,4,13,50,11,47,107,5,38,74,62,19,13,47
,16,28,11,14,6,65,15,31,3,40,11,6,58
,16,26,39,8,12,3,4,11,4,8,56,22,59
,20,13,28,1,34,2,4,5,58,70,72,37,14
,12,17,36,2,26,98,12,23,66,74,34,82,79
,23,13,30,15,12,2,20,11,64,81,16,66,63
,2,24,27,7,20,48,16,1,7,33,57,52,65
,11,27,31,4,56,120,18,44,29,55,56,55,41
,11,6,8,5,27,13,4,40,35,61,66,35,64
,19,1,27,12,40,86,5,35,72,71,11,15,47
,18,19,34,20,45,14,14,29,25,79,56,82,57
,1,8,33,13,16,45,3,45,30,6,57,19,60
,20,25,25,18,51,94,2,18,66,9,17,82,41
,7,16,47,19,31,43,2,1,15,50,82,7,51
,1,15,32,2,32,100,19,30,50,16,29,40,2
,12,9,24,16,49,115,13,28,59,55,37,5,53
,25,28,26,7,50,102,19,49,4,29,75,46,42
,20,22,41,18,38,41,21,21,70,45,64,28,15
,16,18,30,17,49,86,2,50,28,19,22,68,37
,7,14,26,14,16,59,10,33,57,77,77,28,45
,11,16,19,8,54,142,10,16,64,21,46,1,44
,8,28,3,1,59,10,14,34,68,43,50,45,77
,15,23,15,20,51,26,23,22,45,29,2,62,76
,13,2,15,7,2,90,19,35,54,37,45,37,58
,21,5,29,3,41,141,17,13,39,24,6,54,84
,19,17,35,4,41,6,17,17,12,65,69,79,14
,11,27,5,2,54,84,14,29,36,40,56,69,50
,5,13,44,11,1,6,11,18,6,37,11,39,17
,19,29,48,15,60,85,4,48,50,63,38,47,46
,7,5,47,17,40,83,16,10,64,61,71,32,3
,17,1,28,17,18,103,25,29,14,68,30,52,41
,19,29,22,6,17,113,13,16,37,40,81,28,37
,12,19,44,16,39,113,25,37,7,28,53,14,30
,20,30,16,13,21,104,12,25,31,71,40,24,36
,22,6,7,8,32,116,16,5,44,77,22,42,80
,15,13,18,8,8,65,2,11,63,31,35,13,81
,6,1,5,10,40,11,9,11,58,29,84,59,62
,12,26,26,9,60,38,1,2,12,50,57,1,58
,20,20,8,19,18,132,10,12,68,18,21,66,52
,20,1,47,10,19,35,22,32,69,13,51,14,82
,11,3,11,20,4,71,5,40,44,68,1,75,18
,21,22,24,11,45,112,5,12,27,71,21,20,26
,6,6,27,13,36,112,15,29,67,71,24,74,13
,13,18,8,16,42,8,10,36,61,4,11,57,67
,24,20,13,10,40,72,20,22,68,75,79,41,53
,25,3,9,17,24,75,23,50,58,17,6,22,83
,23,1,23,14,45,75,19,22,54,81,79,54,33
,22,10,44,2,16,3,15,11,75,70,82,9,56
,12,22,22,5,25,150,12,49,67,70,83,10,26
,7,9,20,20,39,25,2,1,26,34,63,13,50
,24,20,50,18,33,112,17,9,72,27,66,35,33
,25,23,5,18,3,110,24,43,37,70,82,83,42
,5,14,19,2,58,29,17,23,31,29,13,34,26
,19,10,48,8,46,103,23,36,13,18,13,32,23
,25,12,47,3,1,8,6,30,11,3,10,2,61
,14,28,44,8,41,13,12,42,49,49,6,6,42
,24,9,6,10,51,148,17,17,14,73,30,81,7
,18,6,39,13,32,82,2,8,75,85,42,19,69
,13,15,12,19,44,92,18,20,72,83,14,37,62
,10,15,28,10,17,119,17,20,20,79,5,29,11
,25,28,40,3,33,60,2,14,67,6,41,80,33
,10,21,19,12,45,139,4,31,6,77,71,65,62
,25,15,19,10,30,17,2,31,59,10,7,79,73
,2,14,2,13,39,35,25,13,35,62,80,22,23
,22,5,30,8,5,15,3,19,37,27,13,32,32
,20,10,14,11,17,64,4,16,19,56,57,53,5
,4,16,22,14,41,47,25,39,18,15,6,57,47
,23,18,34,7,21,9,14,15,32,3,68,71,60
,17,21,38,8,11,99,13,25,74,41,46,85,9
,9,6,1,2,4,145,24,43,14,25,35,42,72
,13,11,37,15,28,50,13,26,64,45,79,9,56
,24,13,14,20,13,142,18,33,46,82,62,81,71
,9,30,38,17,45,81,11,37,56,26,72,3,83
,9,3,14,19,29,97,23,11,68,15,24,14,40
,25,22,19,4,32,146,6,44,50,23,38,63,22
,2,22,15,1,57,135,21,12,51,3,26,64,33
,12,2,39,19,29,25,20,33,45,2,68,17,78
,12,21,16,5,3,78,18,44,34,12,25,71,15
,5,25,48,1,22,146,2,36,67,21,43,3,42
,2,15,45,18,39,128,15,24,9,49,68,33,49
,11,28,17,5,55,107,13,44,63,18,52,4,69
,25,25,20,8,53,22,4,18,33,72,83,84,21
,13,15,43,14,17,55,2,43,56,8,66,9,60
,19,30,7,10,55,24,25,50,67,25,42,27,40
,14,26,39,8,12,97,21,18,26,13,77,80,21
,19,15,26,17,27,37,14,47,52,53,22,67,75
,16,16,1,18,18,78,18,35,53,61,70,22,28
,6,11,38,18,12,61,11,50,46,62,41,70,11
,23,6,16,17,43,132,14,2,5,53,61,55,66
,5,2,13,13,16,91,1,35,22,52,76,39,16
,2,12,29,7,5,33,10,7,1,71,55,28,27
,22,14,6,10,12,72,24,43,73,42,22,62,27
,15,12,34,6,1,33,22,1,68,20,10,37,43
,22,16,1,6,7,73,9,19,72,76,54,84,37
,14,29,8,16,13,34,13,42,3,50,34,10,21
,13,21,34,4,18,130,9,37,26,41,59,38,71
,23,20,50,8,59,101,10,6,3,56,40,29,35
,25,1,15,15,50,134,23,46,63,48,1,77,2
,10,12,41,12,21,129,24,4,48,48,41,50,17
,9,21,41,8,48,93,12,28,3,46,10,53,52
,25,27,34,6,56,82,23,11,63,72,36,18,51
,8,19,18,14,38,139,23,15,24,45,65,31,1
,14,20,14,16,43,32,5,38,18,40,49,28,53
,4,11,24,7,19,40,13,21,43,43,48,14,54
,5,8,28,2,16,114,10,2,45,61,77,82,68
,24,30,29,11,41,7,20,35,52,7,9,15,55
,6,4,19,15,42,11,21,11,73,70,5,37,72
,24,23,14,8,15,83,14,21,15,33,73,10,43
,17,14,48,19,32,38,11,39,26,36,73,81,10
,12,4,44,19,11,12,21,29,72,8,68,47,38
,5,5,14,6,47,43,18,31,32,46,75,63,67
,9,20,35,9,6,144,25,12,8,62,85,56,34
,11,30,10,2,6,56,18,14,63,77,54,51,39
,1,1,17,16,39,40,11,7,51,31,78,51,9
,7,4,15,1,5,80,1,31,39,38,52,12,37
,3,12,41,2,11,146,7,16,36,48,83,61,48
,9,7,10,15,25,102,22,23,8,63,42,23,70
,6,4,8,12,11,148,17,9,4,71,73,33,50
,25,4,4,20,50,5,10,8,68,20,75,16,10
,24,2,26,16,43,42,10,2,41,52,35,35,17
,23,25,31,13,21,41,15,17,26,53,45,56,63
,3,22,39,20,1,18,2,28,39,83,49,28,74
,13,5,35,3,54,87,8,47,22,67,2,38,2
,16,9,17,3,45,68,3,13,74,34,25,46,40
,21,20,8,9,52,94,16,37,32,22,34,4,48
,14,29,14,6,39,116,11,26,53,32,24,55,64
,18,6,39,2,16,28,8,1,29,42,4,40,6
,23,20,27,1,56,150,23,14,53,11,31,10,3
,18,28,19,16,20,16,11,11,38,32,10,14,58
,21,11,3,12,35,95,6,38,65,8,65,2,53
,11,12,15,10,37,135,11,26,65,54,14,46,55
,20,13,42,1,40,43,17,9,68,40,19,64,21
,18,12,31,13,37,103,17,25,13,76,79,66,70
,8,22,41,17,59,132,8,1,27,48,42,14,40
,20,16,28,12,39,26,17,5,31,67,82,65,9
,17,16,18,11,24,142,23,44,14,40,64,77,62
,19,22,3,2,16,108,1,15,53,38,30,26,11
,5,10,1,1,48,101,3,43,64,3,67,15,73
,14,3,39,6,35,111,10,35,31,74,72,74,16
,24,15,16,13,5,74,12,15,68,2,26,39,69
,11,28,10,12,20,30,24,42,35,5,21,49,34
,24,4,3,17,33,124,7,47,40,33,22,10,57
,14,27,2,8,54,132,18,46,72,41,61,58,2
,14,10,35,20,36,55,6,49,62,47,59,81,40
,8,22,47,14,45,89,4,39,74,28,3,44,69
,6,25,32,17,20,40,16,9,63,74,78,34,17
,24,9,2,20,28,123,3,33,19,44,54,27,52
,25,20,42,1,8,143,6,24,61,35,59,50,67
,17,7,39,9,27,15,15,18,15,67,83,79,50
,16,4,37,3,28,121,24,46,60,60,46,78,53
,16,27,10,4,52,68,4,50,65,54,4,17,38
,7,12,3,13,53,32,19,37,2,47,81,50,19
,12,18,24,13,58,11,24,22,8,45,56,9,51
,18,23,14,17,48,81,8,37,41,29,60,71,23
,5,1,41,7,33,7,17,28,75,64,34,28,4
,17,5,1,7,49,78,20,8,20,22,21,1,57
,14,27,28,1,12,89,21,3,10,9,10,9,51
,10,23,1,8,29,106,18,1,21,8,80,68,39
,21,30,18,20,41,46,19,26,21,8,5,83,75
,1,3,6,1,53,14,18,33,44,82,34,17,1
,19,27,22,19,53,105,21,22,31,62,50,73,54
,21,21,26,13,19,72,1,5,24,25,4,73,34
,23,19,23,10,32,78,25,4,63,82,49,29,40
,8,28,39,3,18,40,12,9,70,7,56,47,11
,15,3,16,5,20,122,20,25,25,58,61,79,45
,19,10,48,7,2,73,8,23,12,12,56,72,42
,8,3,27,9,18,25,17,20,55,68,16,24,69
,15,23,28,6,13,50,16,18,12,57,17,19,77
,17,22,22,18,6,3,22,32,55,43,52,76,71
,7,12,29,12,16,40,23,14,7,32,6,67,12
,12,30,11,17,34,21,14,20,33,68,7,52,84
,17,23,47,5,41,40,10,14,4,41,82,50,47
,11,6,8,19,24,97,15,45,52,43,52,81,42
,21,3,40,6,22,38,8,18,47,40,52,59,8
,13,19,22,8,8,106,19,44,5,32,82,41,18
,16,23,4,19,57,119,1,30,5,35,46,75,39
,3,13,32,12,49,76,17,18,31,46,13,32,27
,16,13,5,5,57,94,12,47,59,64,5,65,67
,8,12,37,16,58,49,9,25,47,28,76,6,25
,3,27,33,18,50,69,4,32,59,69,20,73,76
,15,20,5,1,35,95,19,24,55,8,61,60,17
,1,30,25,5,17,136,17,43,41,16,32,56,8
,18,23,14,13,5,97,18,15,66,43,27,6,54
,20,19,46,10,26,91,5,5,36,59,33,82,25
,21,30,32,19,13,28,20,29,74,54,54,31,34
,13,6,1,12,52,146,3,16,65,35,71,50,22
,19,18,28,11,29,19,11,20,1,48,22,60,52
,1,27,35,14,25,97,7,22,44,83,44,34,68
,21,23,28,10,42,86,19,24,5,80,24,19,17
,19,16,25,11,5,118,22,21,42,75,24,23,14
,17,19,17,16,47,39,2,5,49,60,8,48,67
,1,28,37,20,17,133,14,27,20,26,3,9,62
,25,15,49,16,21,9,14,23,37,79,48,35,61
,18,25,44,10,21,117,10,8,35,11,85,17,44
,12,14,32,20,1,5,21,18,24,56,64,38,45
,17,9,8,2,58,105,20,16,22,29,28,58,8
,12,27,39,3,57,72,14,40,40,72,32,66,18
,7,25,34,15,5,100,4,9,19,79,70,84,84
,3,9,24,14,9,139,4,23,69,71,50,60,68
,3,25,27,2,36,93,17,49,21,72,33,78,36
,7,29,31,16,26,137,8,13,61,76,27,64,42
,9,27,21,9,35,84,14,39,15,72,14,67,61
,14,27,48,20,58,105,2,7,3,58,7,22,82
,9,21,27,5,12,87,12,38,27,82,72,23,26
,6,8,48,2,20,28,1,22,6,23,1,11,35
,2,6,13,6,1,39,18,12,36,57,59,77,7
,22,29,20,13,45,41,16,39,55,18,21,47,53
,17,10,13,16,28,114,4,32,42,54,66,66,56
,11,10,46,5,2,56,22,16,11,7,36,16,52
,10,2,28,7,10,7,14,5,75,13,80,57,52
,6,18,47,8,26,64,12,32,43,48,7,18,29
,24,23,5,19,29,17,1,20,63,44,33,17,47
,25,19,23,13,24,120,15,49,39,47,81,5,47
,24,8,7,15,19,1,21,28,3,38,21,19,51
,16,10,28,12,10,43,5,43,38,51,55,36,53
,20,30,32,18,60,96,12,30,2,33,43,58,27
,23,29,33,19,23,112,21,20,13,31,54,23,16
,24,9,4,17,26,18,20,47,22,60,66,34,39
,20,11,27,17,40,142,10,26,55,81,38,52,55
,11,23,24,8,23,42,18,12,19,10,79,60,48
,12,11,40,6,59,9,3,33,46,20,81,61,82
,5,9,25,7,10,115,18,25,47,28,47,15,67
,9,7,41,15,53,126,25,35,6,81,72,37,85
,17,30,48,11,26,72,24,31,34,69,81,67,26
,13,21,25,10,6,98,15,7,7,49,82,85,5
,19,27,50,4,35,59,19,42,54,23,11,18,19
,9,3,44,1,15,58,5,20,43,79,30,84,55
,12,23,10,9,25,46,11,50,29,69,41,11,80
,15,4,26,17,26,134,1,24,22,74,50,57,56
,9,2,36,1,7,149,16,35,15,82,27,66,47
,14,21,26,16,3,62,2,2,40,32,32,49,31
,23,20,28,8,53,19,6,5,12,70,73,22,49
,11,5,43,1,55,59,22,45,40,42,22,37,63
,21,19,10,9,18,7,25,36,17,72,66,59,10
,14,19,37,17,1,111,24,2,52,43,4,48,19
,11,2,33,14,48,83,20,1,2,20,48,57,77
,19,13,6,14,28,24,13,4,1,33,7,48,37
,20,10,45,20,40,6,7,26,65,78,38,21,36
,4,14,48,16,30,55,19,50,74,24,73,70,49
,14,10,2,17,52,138,7,10,60,33,31,73,29
,12,14,4,18,46,149,22,12,52,33,73,17,27
,14,10,45,18,14,114,1,9,38,14,43,68,4
,2,11,2,16,30,55,15,31,25,21,76,37,22
,13,24,12,8,38,114,10,34,28,37,65,63,77
,22,8,40,13,35,130,9,9,73,40,35,28,78
,20,26,16,3,9,121,21,17,59,80,46,56,85
,14,25,16,7,49,94,19,8,51,59,82,70,22
,11,25,23,2,28,137,4,39,21,50,5,15,71
,8,12,34,11,6,129,16,7,54,53,34,7,5
,5,24,25,18,47,60,14,41,44,17,4,71,47
,9,7,29,17,36,73,18,23,40,21,42,41,68
,3,30,34,11,5,138,16,6,45,36,22,12,43
,3,1,34,4,48,43,18,39,21,21,33,35,59
,19,17,30,18,42,83,17,36,45,85,62,26,36
,25,8,2,4,37,16,25,3,66,17,11,13,85
,11,13,1,5,28,100,6,19,59,18,33,58,16
,18,6,7,13,56,4,20,31,45,38,21,6,44
,23,12,11,1,8,144,5,8,67,71,16,35,79
,3,2,16,17,48,39,10,48,63,41,73,53,73
,5,20,15,7,51,82,7,38,67,6,61,17,12
,14,5,33,6,50,137,15,13,63,53,30,85,51
,21,7,12,9,26,96,11,13,20,10,76,30,34
,25,14,34,8,3,73,16,3,29,77,59,36,78
,12,16,4,9,1,69,16,2,60,83,49,11,57
,21,17,38,20,5,67,16,28,22,64,37,24,72
,13,26,13,16,27,33,25,22,21,53,2,46,19
,25,3,25,14,5,18,25,23,24,44,22,33,20
,1,4,35,12,50,107,9,30,52,38,35,20,61
,14,3,23,8,21,124,24,41,30,81,74,36,52
,17,24,47,2,24,130,11,27,5,2,85,20,65
,22,11,42,20,40,46,14,14,67,8,40,20,21
,15,29,17,12,56,142,1,31,16,72,49,15,61
,24,16,2,10,26,124,8,9,16,5,52,74,6
,3,27,20,19,3,30,8,37,5,23,49,36,29
,11,19,11,2,36,92,9,3,50,51,53,20,7
,17,12,39,13,15,130,1,36,18,71,47,20,9
,6,9,48,16,12,21,17,47,40,68,19,1,85
,22,13,6,17,42,47,12,39,41,46,42,18,73
,10,13,43,19,2,70,19,10,15,34,39,44,71
,16,5,8,10,50,95,7,41,62,41,17,67,3
,13,29,30,12,53,131,2,2,6,13,30,23,84
,17,3,31,11,36,134,3,48,30,52,64,34,49
,17,30,2,8,25,68,1,43,60,2,48,67,32
,14,16,46,4,9,75,7,22,12,8,23,6,76
,18,26,13,19,53,85,25,34,3,85,51,82,35
,12,15,14,11,37,131,12,32,50,82,49,41,65
,24,5,23,2,6,18,10,11,23,30,7,37,22
,25,17,24,3,25,62,16,48,57,49,84,73,38
,21,19,30,17,7,6,17,33,3,60,9,28,34
,24,24,18,17,32,14,3,41,14,44,4,85,41
,5,4,38,10,51,100,19,37,55,10,41,80,1
,14,21,48,9,60,108,3,23,18,76,34,56,8
,23,25,33,18,34,69,12,3,75,33,55,40,58
,24,15,24,10,7,127,18,47,32,78,63,52,70
,15,5,10,5,9,12,8,11,40,39,26,36,54
,17,15,41,14,54,28,21,29,15,60,69,23,61
,1,30,24,10,26,100,20,32,70,52,60,32,5
,25,7,24,16,54,148,14,46,58,21,18,47,76
,16,20,18,10,47,28,21,27,12,77,47,52,5
,22,23,17,18,12,90,17,45,61,10,20,10,78
,19,12,40,1,12,37,6,34,14,48,72,1,22
,14,6,3,17,44,33,23,7,28,8,12,45,51
,23,2,46,10,50,110,22,38,60,57,22,60,38
,19,10,42,5,54,63,24,30,4,45,1,66,9
,4,7,32,11,9,51,5,6,70,34,80,13,29
,14,24,13,6,41,58,8,1,57,34,79,53,81
,7,23,14,12,54,89,23,43,57,47,75,56,47
,24,4,13,7,56,90,16,42,37,47,4,54,58
,15,22,13,18,24,100,12,24,26,72,64,25,85
,6,10,14,15,54,19,25,11,32,20,74,71,19
,11,13,43,13,37,84,9,39,9,46,48,44,63
,1,4,37,3,46,125,13,27,47,78,32,38,50
,10,10,27,4,41,17,10,45,69,64,45,70,84
,16,21,46,18,60,25,22,11,28,70,39,53,56
,11,16,19,12,29,122,8,35,60,8,13,39,7
,15,13,15,3,17,58,1,31,13,73,80,17,64
,21,9,43,2,40,149,8,31,31,9,20,41,59
,16,28,6,3,48,105,13,15,50,58,24,28,82
,18,20,15,8,18,62,2,37,50,85,13,2,30
,13,18,10,6,41,128,23,9,68,68,35,53,79
,9,3,16,10,35,77,12,43,16,13,48,3,64
,18,26,44,9,37,122,6,42,75,19,85,82,73
,14,11,18,5,12,36,3,3,57,27,54,67,83
,9,20,15,4,59,118,6,12,38,72,51,58,9
,21,1,7,12,19,130,24,29,2,8,20,84,63
,7,11,22,15,32,87,1,33,62,78,33,42,83
,23,30,34,1,27,102,25,39,59,37,78,44,45
